Gene	Symbol	Name	Annotation	Interpro_Pfam	GO
NVEC200_009242_1.1	Usp25	Ubiquitin carboxyl-terminal hydrolase	Ubiquitin carboxyl-terminal hydrolase 25 (Mus musculus OX%3D10090)	"InterPro:IPR001394,InterPro:IPR003903,Pfam:PF00443,Pfam:PF02809"	"GO:0016579,GO:0036459"
NVEC200_009243_1.1	Tm2d3	TM2 domain-containing protein 3	TM2 domain-containing protein 3 (Mus musculus OX%3D10090)	"InterPro:IPR007829,Pfam:PF05154"	
NVEC200_009244_1.1	Vha68-2	V-type proton ATPase catalytic subunit A	V-type proton ATPase catalytic subunit A isoform 2 (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000194,InterPro:IPR004100,InterPro:IPR031686,Pfam:PF00006,Pfam:PF02874,Pfam:PF16886"	"GO:0005524,GO:0046034,GO:1902600"
NVEC200_009245_1.1	Igsf9b	Protein turtle homolog B (Rattus norvegicus OX%3D10116)	Protein turtle homolog B (Rattus norvegicus OX%3D10116)	"InterPro:IPR003961,Pfam:PF00041,Pfam:PF13927"	GO:0005515
NVEC200_009246_1.1	ABCC3	Multidrug resistance-associated protein 1	Canalicular multispecific organic anion transporter 2 (Homo sapiens OX%3D9606)	"InterPro:IPR003439,InterPro:IPR011527,Pfam:PF00005,Pfam:PF00664"	"GO:0005524,GO:0016021,GO:0016887,GO:0042626,GO:0055085"
NVEC200_009247_1.1	Gabpa	GA-binding protein alpha chain	GA-binding protein alpha chain (Mus musculus OX%3D10090)	"InterPro:IPR000418,Pfam:PF00178"	"GO:0003700,GO:0006355,GO:0043565"
NVEC200_009248_1.1	ets1-b	Ets domain transcription factor-like protein	Protein c-ets-1-B (Fragment) (Xenopus laevis OX%3D8355)	"InterPro:IPR000418,Pfam:PF00178"	"GO:0003700,GO:0006355,GO:0043565"
NVEC200_009249_1.1	plcxd3	PI-PLC X domain-containing protein 3	PI-PLC X domain-containing protein 3 (Danio rerio OX%3D7955)		
NVEC200_009250_1.1	GSR	Glutathione reductase	Glutathione reductase%2C mitochondrial (Callithrix jacchus OX%3D9483)	"InterPro:IPR004099,InterPro:IPR023753,Pfam:PF02852,Pfam:PF07992"	"GO:0016491,GO:0045454,GO:0055114"
NVEC200_009251_1.1	ANK2	ANK_REP_REGION domain-containing protein	Ankyrin-2 (Homo sapiens OX%3D9606)	"InterPro:IPR001715,InterPro:IPR020683,Pfam:PF00307,Pfam:PF12796"	GO:0005515
NVEC200_009252_1.1	afmid	Kynurenine formamidase	Kynurenine formamidase (Danio rerio OX%3D7955)	"InterPro:IPR013094,Pfam:PF07859"	GO:0016787
NVEC200_009253_1.1	PA3430	Putative aldolase class 2 protein PA3430 (Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX%3D208964)	Putative aldolase class 2 protein PA3430 (Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX%3D208964)	"InterPro:IPR001303,Pfam:PF00596"	
NVEC200_009254_1.1	Ubac2	Ubiquitin-associated domain-containing protein 2	Ubiquitin-associated domain-containing protein 2 (Mus musculus OX%3D10090)	"InterPro:IPR015940,InterPro:IPR022764,Pfam:PF00627,Pfam:PF01694"	"GO:0004252,GO:0016021"
NVEC200_009255_1.1	NCK2	Cytoplasmic protein NCK2 (Homo sapiens OX%3D9606)	Cytoplasmic protein NCK2 (Homo sapiens OX%3D9606)	"InterPro:IPR000980,InterPro:IPR001452,Pfam:PF00017,Pfam:PF00018,Pfam:PF14604"	GO:0005515
NVEC200_009256_1.1		NVEC200_009256_1.1	Serine protease	Pfam:PF13517	
NVEC200_009257_1.1		NVEC200_009257_1.1	Repeat domain-containing protein	Pfam:PF13517	
NVEC200_009258_1.1		NVEC200_009258_1.1			
NVEC200_009259_1.1		NVEC200_009259_1.1	IGFBP N-terminal domain-containing protein		
NVEC200_009260_1.1	NPC2	NPC intracellular cholesterol transporter 2	NPC intracellular cholesterol transporter 2 (Bos taurus OX%3D9913)	"InterPro:IPR003172,Pfam:PF02221"	
NVEC200_009261_1.1		NVEC200_009261_1.1	Unknown protein	"InterPro:IPR000072,Pfam:PF00341"	"GO:0008083,GO:0016020"
NVEC200_009262_1.1	Trappc4	Trafficking protein particle complex subunit	Trafficking protein particle complex subunit 4 (Mus musculus OX%3D10090)	"InterPro:IPR007233,Pfam:PF04099"	"GO:0016192,GO:0030008"
NVEC200_009263_1.1		NVEC200_009263_1.1	Unknown protein		
NVEC200_009264_1.1	RBBP5	Retinoblastoma-binding protein 5	Retinoblastoma-binding protein 5 (Homo sapiens OX%3D9606)	"InterPro:IPR001680,Pfam:PF00400"	GO:0005515
NVEC200_009265_1.1		NVEC200_009265_1.1	SAM domain-containing protein	"InterPro:IPR001660,Pfam:PF00536"	
NVEC200_009266_1.1		NVEC200_009266_1.1	Unknown protein		
NVEC200_009267_1.1	KIF16B	Kinesin-like protein KIF16B	Kinesin-like protein KIF16B (Homo sapiens OX%3D9606)	"InterPro:IPR001752,InterPro:IPR001849,Pfam:PF00169,Pfam:PF00225"	"GO:0003777,GO:0005524,GO:0007018,GO:0008017"
NVEC200_009268_1.1	F5	coagulation factor V	Coagulation factor V (Pseudonaja textilis OX%3D8673)	"InterPro:IPR000421,Pfam:PF00754"	
NVEC200_009269_1.1		NVEC200_009269_1.1			
NVEC200_009270_1.1		NVEC200_009270_1.1	NVEC200_009270_1.1	"InterPro:IPR005135,Pfam:PF03372"	
NVEC200_009271_1.1	Btg1	Anti_prolifrtn domain-containing protein	Protein BTG1 (Mus musculus OX%3D10090)	"InterPro:IPR002087,Pfam:PF07742"	
NVEC200_009272_1.1	GLCAK1	Glucuronokinase with putative uridyl pyrophosphorylase	Glucuronokinase 1 (Arabidopsis thaliana OX%3D3702)	"InterPro:IPR005835,InterPro:IPR006204,InterPro:IPR013750,Pfam:PF00288,Pfam:PF00483,Pfam:PF08544"	"GO:0005524,GO:0009058,GO:0016779"
NVEC200_009273_1.1	RASA3	Ras GTPase-activating protein 3	Ras GTPase-activating protein 3 (Homo sapiens OX%3D9606)	"InterPro:IPR000008,InterPro:IPR001562,InterPro:IPR001849,InterPro:IPR001936,Pfam:PF00168,Pfam:PF00169,Pfam:PF00616,Pfam:PF00779"	"GO:0035556,GO:0043087"
NVEC200_009274_1.1	hykk	Hydroxylysine kinase	Hydroxylysine kinase (Xenopus laevis OX%3D8355)	"InterPro:IPR002575,Pfam:PF01636"	
NVEC200_009275_1.1	FGT1	Protein strawberry notch-like 1	Protein FORGETTER 1 (Arabidopsis thaliana OX%3D3702)	"InterPro:IPR026937,InterPro:IPR039187,Pfam:PF13871,Pfam:PF13872"	
NVEC200_009276_1.1	FBXO3	F-box protein 3	F-box only protein 3 (Bos taurus OX%3D9913)	"InterPro:IPR001810,InterPro:IPR007474,InterPro:IPR018958,Pfam:PF04379,Pfam:PF09346,Pfam:PF12937"	GO:0005515
NVEC200_009277_1.1	SIDT1	SID1 transmembrane family member 1	SID1 transmembrane family member 1 (Homo sapiens OX%3D9606)	"InterPro:IPR025958,Pfam:PF13965"	GO:0016021
NVEC200_009278_1.1	zgc:112234	Histone H2B	Histone H2B 1/2 (Danio rerio OX%3D7955)	"InterPro:IPR007125,Pfam:PF00125"	GO:0003677
NVEC200_009279_1.1	CDKN1B	Cyclin-dependent kinase inhibitor 1B	Cyclin-dependent kinase inhibitor 1B (Homo sapiens OX%3D9606)	"InterPro:IPR003175,Pfam:PF02234"	"GO:0004861,GO:0005634,GO:0007050"
NVEC200_009280_1.1		NVEC200_009280_1.1	Unknown protein		
NVEC200_009281_1.1	pol	RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)	RNA-directed DNA polymerase from mobile element jockey (Drosophila melanogaster OX%3D7227)	"InterPro:IPR000477,Pfam:PF00078"	
NVEC200_009282_1.1		NVEC200_009282_1.1	Unknown protein		
NVEC200_009283_1.1		NVEC200_009283_1.1	Neural cell adhesion molecule l1	"InterPro:IPR000716,InterPro:IPR013098,Pfam:PF00086,Pfam:PF07679"	
NVEC200_009284_1.1	Acsf2	"acyl-CoA synthetase family member 2,mitochondrial"	Medium-chain acyl-CoA ligase ACSF2%2C mitochondrial (Rattus norvegicus OX%3D10116)	"InterPro:IPR000873,InterPro:IPR025110,Pfam:PF00501,Pfam:PF13193"	GO:0003824
NVEC200_009285_1.1	Ncam2	Neural cell adhesion molecule 2 (Mus musculus OX%3D10090)	Neural cell adhesion molecule 2 (Mus musculus OX%3D10090)	"InterPro:IPR003961,InterPro:IPR013098,Pfam:PF00041,Pfam:PF07679,Pfam:PF13927"	GO:0005515
NVEC200_009286_1.1		Neural cell adhesion molecule 2	Similar to ZP domain-containing protein (Acropora millepora OX%3D45264)	"InterPro:IPR001507,InterPro:IPR003961,Pfam:PF00041,Pfam:PF00100,Pfam:PF13927"	GO:0005515
NVEC200_009287_1.1	NCAM1	"Immunoglobulin superfamily,member 10"	Neural cell adhesion molecule 1 (Bos taurus OX%3D9913)	"InterPro:IPR003961,InterPro:IPR013098,Pfam:PF00041,Pfam:PF07679,Pfam:PF13927"	GO:0005515
NVEC200_009288_1.1	NCAM1	Neural cell adhesion molecule 2	Neural cell adhesion molecule 1 (Gallus gallus OX%3D9031)	"InterPro:IPR003961,InterPro:IPR013098,Pfam:PF00041,Pfam:PF07679,Pfam:PF13927"	GO:0005515
NVEC200_009289_1.1	Megf8	Multiple EGF like domains 8	Multiple epidermal growth factor-like domains protein 8 (Rattus norvegicus OX%3D10116)	"InterPro:IPR000859,InterPro:IPR001881,InterPro:IPR002049,InterPro:IPR002165,Pfam:PF00053,Pfam:PF00431,Pfam:PF01437,Pfam:PF07645,Pfam:PF13418,Pfam:PF13854,Pfam:PF13964"	GO:0005509
NVEC200_009290_1.1	Hspa12a	Heat shock 70 kDa protein 12A	Heat shock 70 kDa protein 12A (Mus musculus OX%3D10090)		
NVEC200_009291_1.1	K12H4.7	Thymus-specific serine protease	Putative serine protease K12H4.7 (Caenorhabditis elegans OX%3D6239)	"InterPro:IPR008758,Pfam:PF05577"	"GO:0006508,GO:0008236"
NVEC200_009292_1.1	EIF4E2	Eukaryotic translation initiation factor 4E family member 2	Eukaryotic translation initiation factor 4E type 2 (Homo sapiens OX%3D9606)	"InterPro:IPR001040,Pfam:PF01652"	"GO:0003723,GO:0003743,GO:0006413"
NVEC200_009293_1.1	ZNHIT6	box C/D snoRNA protein 1	Box C/D snoRNA protein 1 (Pongo abelii OX%3D9601)	"InterPro:IPR007529,Pfam:PF04438"	
NVEC200_009294_1.1	FGFR1	Toll-like receptor 2	Fibroblast growth factor receptor 1 (Gallus gallus OX%3D9031)	"InterPro:IPR000157,InterPro:IPR013098,Pfam:PF07679,Pfam:PF13676,Pfam:PF13927"	"GO:0005515,GO:0007165"
NVEC200_009295_1.1	RDH8	Retinol dehydrogenase 8	Retinol dehydrogenase 8 (Homo sapiens OX%3D9606)	"InterPro:IPR002347,Pfam:PF00106"	
NVEC200_009296_1.1	EI24	Etoposide-induced protein 2.4-like	Etoposide-induced protein 2.4 homolog (Homo sapiens OX%3D9606)	Pfam:PF07264	
NVEC200_009297_1.1	Tmco3	Transmembrane and coiled-coil domain-containing protein 3	Transmembrane and coiled-coil domain-containing protein 3 (Mus musculus OX%3D10090)	"InterPro:IPR006153,Pfam:PF00999"	"GO:0006812,GO:0015299,GO:0016021,GO:0055085"
NVEC200_009298_1.1	CENPI	Centromere protein I	Centromere protein I (Gallus gallus OX%3D9031)	"InterPro:IPR012485,Pfam:PF07778"	"GO:0000776,GO:0034508"
NVEC200_009299_1.1		NVEC200_009299_1.1	Interferon-induced protein 44		
NVEC200_009300_1.1	twk-7	TWiK family of potassium channels protein 7	TWiK family of potassium channels protein 7 (Caenorhabditis elegans OX%3D6239)	"InterPro:IPR013099,Pfam:PF07885"	
NVEC200_009301_1.1	Dnah17	"Dynein beta chain,ciliary"	Dynein heavy chain 17%2C axonemal (Mus musculus OX%3D10090)	"InterPro:IPR004273,InterPro:IPR041228,InterPro:IPR041658,Pfam:PF03028,Pfam:PF18198,Pfam:PF18199"	"GO:0003777,GO:0007018,GO:0030286"
NVEC200_009302_1.1	ODA4	"dynein beta chain,flagellar outer arm-like"	Dynein beta chain%2C flagellar outer arm (Chlamydomonas reinhardtii OX%3D3055)		
NVEC200_009303_1.1	flad1	FAD synthase	FAD synthase (Xenopus laevis OX%3D8355)	"InterPro:IPR001453,InterPro:IPR002500,Pfam:PF00994,Pfam:PF01507"	GO:0003824
NVEC200_009304_1.1	Adrb2	G_PROTEIN_RECEP_F1_2 domain-containing protein	Beta-2 adrenergic receptor (Rattus norvegicus OX%3D10116)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_009305_1.1	Ift57	Intraflagellar transport protein 57-like	Intraflagellar transport protein 57 homolog (Mus musculus OX%3D10090)	"InterPro:IPR019530,Pfam:PF10498"	
NVEC200_009306_1.1	NPY1R	G_PROTEIN_RECEP_F1_2 domain-containing protein	Neuropeptide Y receptor type 1 (Canis lupus familiaris OX%3D9615)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_009307_1.1	CBS	Cystathionine beta-synthase	Cystathionine beta-synthase (Homo sapiens OX%3D9606)	"InterPro:IPR000644,InterPro:IPR001926,Pfam:PF00291,Pfam:PF00571"	
NVEC200_009308_1.1	PEX1	Peroxisome biogenesis factor 1	Peroxisome biogenesis factor 1 (Homo sapiens OX%3D9606)	"InterPro:IPR003959,InterPro:IPR041569,Pfam:PF00004,Pfam:PF17862"	GO:0005524
NVEC200_009309_1.1	TLL1	Tolloid-like protein 1 (Homo sapiens OX%3D9606)	Tolloid-like protein 1 (Homo sapiens OX%3D9606)	"InterPro:IPR000859,InterPro:IPR001506,InterPro:IPR001881,Pfam:PF00431,Pfam:PF01400,Pfam:PF07645,Pfam:PF14670"	"GO:0004222,GO:0005509,GO:0006508"
NVEC200_009310_1.1	INPPL1	"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2"	Phosphatidylinositol 3%2C4%2C5-trisphosphate 5-phosphatase 2 (Homo sapiens OX%3D9606)	"InterPro:IPR000980,InterPro:IPR001660,InterPro:IPR005135,Pfam:PF00017,Pfam:PF03372,Pfam:PF07647"	GO:0005515
NVEC200_009311_1.1	TkR99D	G_PROTEIN_RECEP_F1_2 domain-containing protein	Tachykinin-like peptides receptor 99D (Drosophila melanogaster OX%3D7227)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_009312_1.1		NVEC200_009312_1.1	SCHIP-1 domain-containing protein	"InterPro:IPR000048,InterPro:IPR015649,Pfam:PF00612,Pfam:PF10148"	GO:0005515
NVEC200_009313_1.1		NVEC200_009313_1.1	Unknown protein		
NVEC200_009314_1.1		NVEC200_009314_1.1	Unknown protein		
NVEC200_009315_1.1	prmC	Release factor glutamine methyltransferase	Release factor glutamine methyltransferase (Aquifex aeolicus (strain VF5) OX%3D224324)	"InterPro:IPR007848,Pfam:PF05175"	GO:0008168
NVEC200_009316_1.1	fut11	"Alpha-(1,3)-fucosyltransferase 11"	Alpha-(1%2C3)-fucosyltransferase 11 (Takifugu rubripes OX%3D31033)	"InterPro:IPR031481,Pfam:PF17039"	
NVEC200_009317_1.1	Psmc4	26S proteasome regulatory subunit 6B	26S proteasome regulatory subunit 6B (Rattus norvegicus OX%3D10116)	"InterPro:IPR003959,InterPro:IPR032501,InterPro:IPR041569,Pfam:PF00004,Pfam:PF16450,Pfam:PF17862"	GO:0005524
NVEC200_009318_1.1	BIVM	Basic immunoglobulin-like variable motif-containing protein	Basic immunoglobulin-like variable motif-containing protein (Homo sapiens OX%3D9606)		
NVEC200_009319_1.1	Morn4	MORN repeat-containing protein 4	MORN repeat-containing protein 4 (Mus musculus OX%3D10090)	"InterPro:IPR003409,Pfam:PF02493"	
NVEC200_009320_1.1	Plcxd2	PI-PLC X domain-containing protein 3	PI-PLC X domain-containing protein 2 (Mus musculus OX%3D10090)		
NVEC200_009321_1.1	HTK16	Tyrosine-protein kinase	Tyrosine-protein kinase HTK16 (Hydra vulgaris OX%3D6087)	"InterPro:IPR000980,InterPro:IPR001245,InterPro:IPR020683,Pfam:PF00017,Pfam:PF07714,Pfam:PF12796"	"GO:0004672,GO:0006468"
NVEC200_009322_1.1	Akap14	A-kinase anchor protein 14	A-kinase anchor protein 14 (Rattus norvegicus OX%3D10116)	"InterPro:IPR025663,Pfam:PF14469"	
NVEC200_009323_1.1	BLZF1	Golgin-45 (Homo sapiens OX%3D9606)	Golgin-45 (Homo sapiens OX%3D9606)		
NVEC200_009324_1.1	Tmtc4	Transmembrane O-mannosyltransferase targeting cadherins 4	Protein O-mannosyl-transferase TMTC4 (Mus musculus OX%3D10090)	"InterPro:IPR013618,InterPro:IPR019734,Pfam:PF08409,Pfam:PF13181,Pfam:PF13414,Pfam:PF13424"	GO:0005515
NVEC200_009325_1.1	pdi1	Protein disulfide-isomerase 1	Protein disulfide-isomerase 1 (Dictyostelium discoideum OX%3D44689)	"InterPro:IPR011679,InterPro:IPR013766,Pfam:PF00085,Pfam:PF07749"	GO:0005783
NVEC200_009326_1.1	LSM1	U6 snRNA-associated Sm-like protein LSm1	U6 snRNA-associated Sm-like protein LSm1 (Homo sapiens OX%3D9606)	"InterPro:IPR001163,Pfam:PF01423"	
NVEC200_009327_1.1	Mogat2	2-acylglycerol O-acyltransferase 2	2-acylglycerol O-acyltransferase 2 (Mus musculus OX%3D10090)	"InterPro:IPR007130,Pfam:PF03982"	GO:0016747
NVEC200_009328_1.1	nat8l	N-acetyltransferase domain-containing protein	N-acetylaspartate synthetase (Danio rerio OX%3D7955)	"InterPro:IPR000182,Pfam:PF00583"	GO:0008080
NVEC200_009329_1.1		NVEC200_009329_1.1	Unknown protein		
NVEC200_009330_1.1	Ntm	Tyrosine-protein kinase receptor Tie-1	Neurotrimin (Mus musculus OX%3D10090)	"InterPro:IPR003961,InterPro:IPR013106,Pfam:PF00041,Pfam:PF07686,Pfam:PF13927"	GO:0005515
NVEC200_009331_1.1		NVEC200_009331_1.1	Dat protein		
NVEC200_009332_1.1	CLHC1	Clathrin heavy chain linker domain-containing protein 1	Clathrin heavy chain linker domain-containing protein 1 (Macaca fascicularis OX%3D9541)	"InterPro:IPR032755,Pfam:PF13838,Pfam:PF15739"	
NVEC200_009333_1.1	Dnajc12	Chaperone protein DnaJ	DnaJ homolog subfamily C member 12 (Mus musculus OX%3D10090)	"InterPro:IPR001623,Pfam:PF00226"	
NVEC200_009334_1.1	ppp1r11	Protein phosphatase 1 regulatory subunit 11	E3 ubiquitin-protein ligase PPP1R11 (Danio rerio OX%3D7955)	"InterPro:IPR011107,Pfam:PF07491"	"GO:0004865,GO:0032515"
NVEC200_009335_1.1	Tmem254	Transmembrane protein 254	Transmembrane protein 254 (Rattus norvegicus OX%3D10116)	"InterPro:IPR028110,Pfam:PF14934"	
NVEC200_009336_1.1	mmgt1	Membrane magnesium transporter 1	Membrane magnesium transporter 1 (Xenopus tropicalis OX%3D8364)	"InterPro:IPR018937,Pfam:PF10270"	
NVEC200_009337_1.1	Nkapl	NFKB activating protein	NKAP-like protein (Mus musculus OX%3D10090)	"InterPro:IPR009269,Pfam:PF06047"	GO:0003682
NVEC200_009338_1.1		NVEC200_009338_1.1	Unknown protein	"InterPro:IPR000407,Pfam:PF01150"	GO:0016787
NVEC200_009339_1.1	LCC4	Protein kinase domain-containing protein	Laccase-4 (Trametes villosa OX%3D47662)	"InterPro:IPR001117,InterPro:IPR011706,InterPro:IPR011707,Pfam:PF00394,Pfam:PF07731,Pfam:PF07732"	"GO:0005507,GO:0016491,GO:0055114"
NVEC200_009340_1.1		NVEC200_009340_1.1	G domain-containing protein	"InterPro:IPR006073,Pfam:PF01926"	GO:0005525
NVEC200_009341_1.1		NVEC200_009341_1.1	Unknown protein		
NVEC200_009342_1.1		NVEC200_009342_1.1	Unknown protein		
NVEC200_009343_1.1		NVEC200_009343_1.1	Unknown protein		
NVEC200_009344_1.1	PF13_0198	G domain-containing protein	Reticulocyte-binding protein 2 homolog a (Plasmodium falciparum (isolate 3D7) OX%3D36329)		
NVEC200_009345_1.1	PARL	Rhomboid-like protein	Presenilins-associated rhomboid-like protein%2C mitochondrial (Pongo abelii OX%3D9601)	"InterPro:IPR022764,Pfam:PF01694"	"GO:0004252,GO:0016021"
NVEC200_009346_1.1	GPC6	Glypican-6 (Homo sapiens OX%3D9606)	Glypican-6 (Homo sapiens OX%3D9606)	"InterPro:IPR001863,Pfam:PF01153"	"GO:0009966,GO:0046658,GO:0062023"
NVEC200_009347_1.1	GPC5	Glypican-5 (Homo sapiens OX%3D9606)	Glypican-5 (Homo sapiens OX%3D9606)	"InterPro:IPR001863,Pfam:PF01153"	"GO:0009966,GO:0046658,GO:0062023"
NVEC200_009348_1.1	Ebpl	EBP like	Emopamil-binding protein-like (Mus musculus OX%3D10090)	Pfam:PF05241	
NVEC200_009349_1.1	POLD3	DNA polymerase delta subunit 3	DNA polymerase delta subunit 3 (Homo sapiens OX%3D9606)	"InterPro:IPR019038,Pfam:PF09507"	"GO:0005634,GO:0006260,GO:0043625"
NVEC200_009350_1.1		Transmembrane protein	Similar to Transmembrane protein 256 homolog (Bufo gargarizans OX%3D30331)	"InterPro:IPR006696,Pfam:PF04241"	
NVEC200_009351_1.1	lrrc58	Leucine-rich repeat-containing protein 58	Leucine-rich repeat-containing protein 58 (Xenopus laevis OX%3D8355)	"InterPro:IPR001611,Pfam:PF13855"	GO:0005515
NVEC200_009352_1.1		NVEC200_009352_1.1	Unknown protein		
NVEC200_009353_1.1	MRPL17	"39S ribosomal protein L17,mitochondrial"	39S ribosomal protein L17%2C mitochondrial (Homo sapiens OX%3D9606)	"InterPro:IPR000456,Pfam:PF01196"	"GO:0003735,GO:0005840,GO:0006412"
NVEC200_009354_1.1		NVEC200_009354_1.1			
NVEC200_009355_1.1		DNA_pol_B_2 domain-containing protein	Similar to Probable DNA polymerase (Neurospora crassa OX%3D5141)	"InterPro:IPR004868,Pfam:PF03175"	"GO:0000166,GO:0003677,GO:0003887,GO:0006260"
NVEC200_009356_1.1		NVEC200_009356_1.1	Unknown protein		
NVEC200_009357_1.1		NVEC200_009357_1.1	Unknown protein		
NVEC200_009358_1.1	TFIIB1	Unknown protein	Transcription initiation factor IIB-1 (Arabidopsis thaliana OX%3D3702)		
NVEC200_009359_1.1	RPL35A	60S ribosomal protein L35a	60S ribosomal protein L35a (Pongo abelii OX%3D9601)	"InterPro:IPR001780,Pfam:PF01247"	"GO:0003735,GO:0005840,GO:0006412"
NVEC200_009360_1.1		NVEC200_009360_1.1	Exonuclease 3'-5' domain-containing protein 1		
NVEC200_009361_1.1	TAF9	Transcription initiation factor TFIID subunit 9	Transcription initiation factor TFIID subunit 9 (Homo sapiens OX%3D9606)	"InterPro:IPR003162,Pfam:PF02291"	GO:0006352
NVEC200_009362_1.1	med4	Mediator of RNA polymerase II transcription subunit 4	Mediator of RNA polymerase II transcription subunit 4 (Xenopus laevis OX%3D8355)	"InterPro:IPR019258,Pfam:PF10018"	"GO:0003712,GO:0006357,GO:0016592"
NVEC200_009363_1.1	DLG1	Disks large homolog 1	Disks large homolog 1 (Homo sapiens OX%3D9606)	"InterPro:IPR001452,InterPro:IPR001478,InterPro:IPR008145,InterPro:IPR015143,Pfam:PF00018,Pfam:PF00595,Pfam:PF00625,Pfam:PF09058"	GO:0005515
NVEC200_009364_1.1	DDB_G0274781	Recoverin family protein DDB_G0274781 (Dictyostelium discoideum OX%3D44689)	Recoverin family protein DDB_G0274781 (Dictyostelium discoideum OX%3D44689)	"InterPro:IPR000433,InterPro:IPR002048,Pfam:PF00569,Pfam:PF13202,Pfam:PF13405"	"GO:0005509,GO:0008270"
NVEC200_009365_1.1	Rab29	Ras-related protein Rab-7L1	Ras-related protein Rab-7L1 (Mus musculus OX%3D10090)	"InterPro:IPR001806,Pfam:PF00071"	"GO:0003924,GO:0005525"
NVEC200_009366_1.1	Parg	Poly(ADP-ribose) glycohydrolase	Poly(ADP-ribose) glycohydrolase (Drosophila melanogaster OX%3D7227)	"InterPro:IPR007724,Pfam:PF05028"	"GO:0004649,GO:0005975"
NVEC200_009367_1.1	TkR99D	Neuropeptide Y receptor	Tachykinin-like peptides receptor 99D (Drosophila melanogaster OX%3D7227)	"InterPro:IPR017452,Pfam:PF00001"	GO:0016021
NVEC200_009368_1.1	SNX24	Sorting nexin-24	Sorting nexin-24 (Bos taurus OX%3D9913)	"InterPro:IPR001683,Pfam:PF00787"	GO:0035091
NVEC200_009369_1.1	DCUN1D1	DCN1-like protein 3	DCN1-like protein 1 (Homo sapiens OX%3D9606)	"InterPro:IPR005176,Pfam:PF03556,Pfam:PF14555"	
NVEC200_009370_1.1	RNF7	RING-box protein 2	RING-box protein 2 (Homo sapiens OX%3D9606)	"InterPro:IPR024766,Pfam:PF12678"	GO:0008270
NVEC200_009371_1.1	PLSCR2	Phospholipid scramblase	Phospholipid scramblase 2 (Bos taurus OX%3D9913)	"InterPro:IPR005552,Pfam:PF03803"	"GO:0017121,GO:0017128"
NVEC200_009372_1.1	col6a1	TNF_2 domain-containing protein	Collagen alpha-1(VI) chain (Xenopus laevis OX%3D8355)	"InterPro:IPR006052,InterPro:IPR008160,Pfam:PF00229,Pfam:PF01391"	"GO:0005164,GO:0006955,GO:0016020"
NVEC200_009373_1.1	COL6A2	TNF superfamily member 13b	Collagen alpha-2(VI) chain (Gallus gallus OX%3D9031)	"InterPro:IPR006052,InterPro:IPR008160,Pfam:PF00229,Pfam:PF01391"	"GO:0005164,GO:0006955,GO:0016020"
